_id,company,position,type,description,remote,startDate,endDate,inProgress,cv,createdAt,updatedAt,__v,order,endMonth,endYear,startMonth,startYear
66eaac1c59f552ae11a095d1,Museo de Arte de Lima,Prácticas pre-profesionales de diseño gráfico.,work_experience,"Coordinación con proveedores y delegados de área. Conceptualización y línea gráfica para eventos y campañas. Elaboración de piezas publicitarias para redes sociales y web. Desarrollo de material impreso: catálogos, afiches, flyers, brochures, rollers y gigantografías. Registro y retoque de fotos y video. Apoyo en la gestión de eventos, activaciones y campañas.",False,,,False,66b975f0bf7e18bdfd263821,2024-09-18 10:31:56.111,2024-09-18 10:31:56.111,0,,,,,
66eaac1c59f552ae11a095d0,Domestika,Diseñadora Gráfica Freelance,work_experience,"Elaboración de piezas para redes sociales. Coordinación con delegados de área. Coordinación con clientes y proveedores. Diseño y conceptualización de piezas digitales e impresas. Dirección y registro de fotografías. Elaboración de piezas publicitarias: Catálogos, afiches, flyers, diseños para web y redes sociales. Diagramación editorial de revista mensual. Diseño y codificación de newsletter. Responsable del área de diseño.",False,,,False,66b975f0bf7e18bdfd263821,2024-09-18 10:31:56.111,2024-09-18 10:31:56.111,0,,,,,
66eaac1c59f552ae11a095d2,PUENTE,Co-fundadora de estudio de diseño independiente,work_experience,"Coordinación con proveedores y delegados de área. Conceptualización y línea gráfica para eventos y campañas. Elaboración de piezas publicitarias para redes sociales y web. Desarrollo de material impreso: catálogos, afiches, flyers, brochures, rollers y gigantografías. Registro y retoque de fotos y video. Apoyo en la gestión de eventos, activaciones y campañas.",False,,,False,66b975f0bf7e18bdfd263821,2024-09-18 10:31:56.111,2024-09-18 10:31:56.111,0,,,,,
66eaac1c59f552ae11a095d3,Mug Studio Design,Diseñadora Gráfica Freelance,work_experience,"Coordinación con proveedores y delegados de área. Conceptualización y línea gráfica para eventos y campañas. Elaboración de piezas publicitarias para redes sociales y web. Desarrollo de material impreso: catálogos, afiches, flyers, brochures, rollers y gigantografías. Registro y retoque de fotos y video. Apoyo en la gestión de eventos, activaciones y campañas.",False,,,False,66b975f0bf7e18bdfd263821,2024-09-18 10:31:56.111,2024-09-18 10:31:56.111,0,,,,,
66eaac1c59f552ae11a095e9,Corporación Luis Eduardo Nieto Arteta (Colombia),Diseñador Gráfico,work_experience,"Encargada de diseñar piezas publicitarias y estrategias de marketing, además de la asesoría en el rediseño del sitio web y aplicativos web para: El Archivo Histórico del Atlántico, La Biblioteca Piloto del Caribe y La Biblioteca Infantil Piloto del Caribe entidades públicas del estado.",False,2015,Junio 2019,False,66b9789d1f38bd5f50205458,2024-09-18 10:31:56.634,2024-09-18 10:31:56.634,0,,,,,
66eaac1c59f552ae11a095e7,DKM Xplore a gencia de viajes. (Perú),Diseñador UX y UI freelance,work_experience,"Encargada de realizar Análisis de competencia, test, encuestas y prototipo funcional entre otras técnicas para desarrollar proyecto de plataforma web de viajes.",False,Marzo 2023,abril 2023,False,66b9789d1f38bd5f50205458,2024-09-18 10:31:56.634,2024-10-28 03:01:53.631,0,,5.0,2019.0,10.0,2022.0
66eaac1c59f552ae11a095e8,BITACORE S .A. (Perú),Semisenior UX y UI,work_experience,"Diseñar y diagramar interfaces de usuario proyectos web y móvil de las empresas: Farmacéutica Dropesac, Empresa de transporte Bonansa. Toma de decisiones tanto del diseño como la arquitectura de la información basada en datos a través de las herramientas: Google Analytic, optimal workshop, maze, hotjar entre otros.",False,2020,septiembre 2022,False,66b9789d1f38bd5f50205458,2024-09-18 10:31:56.634,2024-09-18 10:31:56.634,0,,,,,
66eaac1d59f552ae11a095f0,WARA SOLUTIONS S.A.C,Consultor de Desarrollo,work_experience,"Prototipado de productos y soluciones (Móvil y Web), supervisión activa en la experiencia de los usuarios en los productos desarrollados, desarrollo de proyectos web y móvil, supervisión y desarrollo de proyectos internos, encargado de Soporte Nivel 1. Logro Clave: Incorporación del prototipado de proyectos al ciclo de desarrollo de proyectos.",False,JULIO 2021,MARZO 2023,False,66b97e3a1f38bd5f50205494,2024-09-18 10:31:57.144,2024-09-18 10:31:57.144,0,,,,,
66eaac1d59f552ae11a095f1,Freelancer,UI Designer,work_experience,"Prototipado de proyectos Web y Móvil, desarrollo de Interfaces en Android.",True,AGOSTO 2023,Actual,False,66b97e3a1f38bd5f50205494,2024-09-18 10:31:57.144,2024-09-18 10:31:57.144,0,,,,,
66eaac1e59f552ae11a0960d,Data Science UTEC,Equipo Data Science UTEC,work_experience,"Seleccionado como parte del equipo Data Science UTEC. Me encargué de la infraestructura Cloud y el diseño de la arquitectura de solución en AWS, utilizando servicios como AWS Lambda, S3, RDS y Glue. Participé en la limpieza y búsqueda de datasets públicos, integrando datos sobre pacientes y gastos médicos en Perú. Manejé de una base de datos de aproximadamente 40 millones de filas y 23GB de datos, segmentados por diversas categorías. Esta experiencia me brindó una visión real de la dinámica en una hackathon y fue crucial para mi desarrollo profesional.",False,,,False,66b983401f38bd5f50205589,2024-09-18 10:31:58.704,2024-09-18 10:31:58.704,0,,,,,
66eaac1e59f552ae11a0960e,Startup Digital,Fundador y Director,work_experience,"Creación y gestión de una startup digital dedicada a la elaboración y venta de pines personalizados. Desarrollo de canales de venta a través de Facebook, WhatsApp e Instagram, alcanzando una buena base de clientes. Manufactura y venta de pines personalizados, garantizando alta calidad en los productos ofrecidos. Contacto y negociación directa con clientes, asegurando satisfacción y fidelización. Manejo los registros de ventas y datos de clientes en Excel y tengo el objetivo de convertir mi startup a una web completa aprovechando mis conocimientos en desarrollo web y bases de datos relacionales.",False,,,False,66b983401f38bd5f50205589,2024-09-18 10:31:58.704,2024-09-18 10:31:58.704,0,,,,,
66eaac1e59f552ae11a0960f,Dzign Pins,,work_experience,,False,Marzo 2022,Actualidad,False,66b983401f38bd5f50205589,2024-09-18 10:31:58.704,2024-09-18 10:31:58.704,0,,,,,
66eaac1e59f552ae11a09610,Rimac Seguros y Reaseguros,Participante Hackaton,work_experience,,False,Junio 2024,Junio 2024,False,66b983401f38bd5f50205589,2024-09-18 10:31:58.704,2024-09-18 10:31:58.704,0,,,,,
66eaac2259f552ae11a09671,Domestika,Diseñadora Gráfica Freelance,work_experience,"Elaboración de piezas para redes sociales. Coordinación con delegados de área. Coordinación con clientes y proveedores. Diseño y conceptualización de piezas digitales e impresas. Dirección y registro de fotografías. Elaboración de piezas publicitarias: Catálogos, afiches, flyers, diseños para web y redes sociales. Diagramación editorial de revista mensual. Diseño y codificación de newsletter. Responsable del área de diseño.",False,,,False,66b9a68a7f17c490ad1953a0,2024-09-18 10:32:02.157,2024-09-18 10:32:02.157,0,,,,,
66eaac2259f552ae11a09673,PUENTE,Co-fundadora de estudio de diseño independiente,work_experience,"Coordinación con proveedores y delegados de área. Conceptualización y línea gráfica para eventos y campañas. Elaboración de piezas publicitarias para redes sociales y web. Desarrollo de material impreso: catálogos, afiches, flyers, brochures, rollers y gigantografías. Registro y retoque de fotos y video. Apoyo en la gestión de eventos, activaciones y campañas.",False,,,False,66b9a68a7f17c490ad1953a0,2024-09-18 10:32:02.157,2024-09-18 10:32:02.157,0,,,,,
66eaac2259f552ae11a09674,Mug Studio Design,Diseñadora Gráfica Freelance,work_experience,"Coordinación con proveedores y delegados de área. Conceptualización y línea gráfica para eventos y campañas. Elaboración de piezas publicitarias para redes sociales y web. Desarrollo de material impreso: catálogos, afiches, flyers, brochures, rollers y gigantografías. Registro y retoque de fotos y video. Apoyo en la gestión de eventos, activaciones y campañas.",False,,,False,66b9a68a7f17c490ad1953a0,2024-09-18 10:32:02.157,2024-09-18 10:32:02.157,0,,,,,
66eaac2259f552ae11a09672,Museo de Arte de Lima,Prácticas pre-profesionales de diseño gráfico.,work_experience,"Coordinación con proveedores y delegados de área. Conceptualización y línea gráfica para eventos y campañas. Elaboración de piezas publicitarias para redes sociales y web. Desarrollo de material impreso: catálogos, afiches, flyers, brochures, rollers y gigantografías. Registro y retoque de fotos y video. Apoyo en la gestión de eventos, activaciones y campañas.",False,,,False,66b9a68a7f17c490ad1953a0,2024-09-18 10:32:02.157,2024-09-18 10:32:02.157,0,,,,,
66eaac2259f552ae11a0968a,Space-DS,Fundador | UI Designer,work_experience,"Construí un Design System donde establecí las reglas, constraints y alcances de cada componente asi como su implementación y desarrollo. Desarrolle la primera versión de la página web Yuru-DS en Tailwind. Actualmente es usada por más de 800 usuarios.",False,Noviembre 2022,Actualidad,False,66b9b5641e046507d5c77c0c,2024-09-18 10:32:02.684,2024-09-18 10:32:02.684,0,,,,,
66eaac2259f552ae11a0968d,FOCO 74,UI Designer,work_experience,"Lideré el rediseño de las páginas web de los clientes de la agencia, creando y adaptando su identidad de marca a una Librería de componentes y Style Guide. Diseño para TEDxLima. Design System para On Energy. Diseño y Style Guide para Foco74.",False,Diciembre 2020,Diciembre 2021,False,66b9b5641e046507d5c77c0c,2024-09-18 10:32:02.684,2024-09-18 10:32:02.684,0,,,,,
66eaac2259f552ae11a0968c,Freelancer Autónomo,Freelancer UI Designer,work_experience,"Colaboré en diversos proyectos, predominantemente en el ámbito de aplicaciones, me encargue del diseño de Wireframes, Logos, Mockups y Prototipos de cada proyecto. Diseño UI de aplicación FERIAS CCIA. Diseño UI de aplicación para un consultorio de psicólogos MaxPositivo.",False,Noviembre 2021,Abril 2022,False,66b9b5641e046507d5c77c0c,2024-09-18 10:32:02.684,2024-09-18 10:32:02.684,0,,,,,
66eaac2259f552ae11a0968b,Wally POS,UI Designer,work_experience,"Colaboré con el equipo de Producto para conceptualizar e implementar características en la plataforma web y android, además realice pruebas de usabilidad de cada funcionalidad. Contribuí al Design System y reduje los returns de QA por temas visuales. Trabaje en conjunto con desarrollo para garantizar y cuidar la calidad del producto. Diseñe y desarrolle una Landing-page informativa para medir el auto-registro.",False,Mayo 2022,Diciembre 2023,False,66b9b5641e046507d5c77c0c,2024-09-18 10:32:02.684,2024-09-18 10:32:02.684,0,,,,,
66eaac2359f552ae11a0969c,Sodimac,UX UI DESIGNER,work_experience,Creator of navigable experiences based on user-centered design.,False,2019,,False,66b9e263db5c98b2ee73e351,2024-09-18 10:32:03.373,2024-09-18 10:32:03.373,0,,,,,
66eaac2359f552ae11a0969d,GRUPO ZEA,GRAPHIC DESIGNER,work_experience,Produce pieces for advertising campaigns.,False,4 years,,False,66b9e263db5c98b2ee73e351,2024-09-18 10:32:03.373,2024-09-18 10:32:03.373,0,,,,,
66eaac2359f552ae11a0969f,,BACHELOR'S DEGREE IN PUBLICITY,work_experience,,False,,,False,66b9e263db5c98b2ee73e351,2024-09-18 10:32:03.373,2024-09-18 10:32:03.373,0,,,,,
66eaac2359f552ae11a096a1,,TRAINING WORKSHOP,work_experience,,False,,,False,66b9e263db5c98b2ee73e351,2024-09-18 10:32:03.373,2024-09-18 10:32:03.373,0,,,,,
66eaac2359f552ae11a096a0,,COURSE PRODUCT MANAGEMENT,work_experience,,False,,,False,66b9e263db5c98b2ee73e351,2024-09-18 10:32:03.373,2024-09-18 10:32:03.373,0,,,,,
66eaac2359f552ae11a0969e,,UX UI - Product Designer,work_experience,,False,MÁSTER IN USER EXPERIENCE AND INTERACTION DESIGN,,False,66b9e263db5c98b2ee73e351,2024-09-18 10:32:03.373,2024-09-18 10:32:03.373,0,,,,,
66eaac2459f552ae11a096e6,Veleritos Tours,Guía de Turismo ,work_experience,"Como Guía de turismo en el Norte del Perú, trabaja dando tours guiados en el avistamiento de ballenas brindando información sobre las especies y zonas locales aledañas a Los Órganos - Piura, Perú.",False,15 julio 2021,28 Agosto 2021,False,66ba1b5bdb5c98b2ee73e5b0,2024-09-18 10:32:04.755,2024-09-18 10:32:04.755,0,,,,,
66eaac2459f552ae11a096e8,Tambo Perú ,Asesor en tienda ,work_experience,"Atención al cliente, cajera y reponedora de tienda.",False,2024,2024,False,66ba1b5bdb5c98b2ee73e5b0,2024-09-18 10:32:04.755,2024-09-18 10:32:04.755,0,,,,,
66eaac2459f552ae11a096e7,SOA PERÚ ,Ejecutiva en la Dirección de Biodiversidad ,work_experience,"En Sustainable Ocean Alliance, trabajamos en la formación de jóvenes líderes para enfrentar y trabajar soluciones ante las principales problemáticas ambientales y oceánicas, para ello liderados y creamos proyectos de participación social, a nivel mundial hoy en día nos encontramos en más de 80 países y tenemos presencia en los espacios gubernamentales más grandes donde se debaten temas de soluciones y decretos oceánicos, dentro del área de Biodiversidad hemos elaborado diversos proyectos nacionales e internacionales con gran éxito de resultados y aprendizaje, elaborando espacios de debate para elaborar demandas y ver soluciones ante las situaciones más críticas ambientales.",False,2018,2024,False,66ba1b5bdb5c98b2ee73e5b0,2024-09-18 10:32:04.755,2024-09-18 10:32:04.755,0,,,,,
66eaac2559f552ae11a09705,Grupo Empresarial Sierra,Encargada comercial en bienes raíces ,work_experience,,False,Diciembre 2023,Mayo 2024,False,66ba1b6cdb5c98b2ee73e5f0,2024-09-18 10:32:05.448,2024-09-18 10:32:05.448,0,,,,,
66eaac2559f552ae11a09707,Transporte CEM SAC,Jefa de administración y finanzas ,work_experience,,False,Agosto 2024,Actualidad,False,66ba1b6cdb5c98b2ee73e5f0,2024-09-18 10:32:05.448,2024-09-18 10:32:05.448,0,,,,,
66eaac2559f552ae11a09706,Claro ,Asesora Call Center ,work_experience,,False,Enero 2023,Marzo 2023,False,66ba1b6cdb5c98b2ee73e5f0,2024-09-18 10:32:05.448,2024-09-18 10:32:05.448,0,,,,,
66eaac2659f552ae11a0972c,Dyudusuud,Dhjdjdkz,work_experience,Hdjjdjd,False,,,False,66ba1b72db5c98b2ee73e5fc,2024-09-18 10:32:06.987,2024-09-18 10:32:06.987,0,,,,,
66eaac2759f552ae11a09746,Acantilado de Barranco,Mozo,work_experience,"- Realicé una excelente atención al cliente lo cual generó un crecimiento del 70% de satisfacción.
- Fortalecí mi habilidad de manejo de emociones y resolución de problemas durante largas jornadas de trabajo.
- Desarrollé mi posición de líder capacitando al nuevo personal y mejorando sus capacidades de atención al cliente y trabajo en equipo.",False,Febrero del 2023,Agosto del 2023,False,66ba1b80db5c98b2ee73e628,2024-09-18 10:32:07.843,2024-09-18 10:32:07.843,0,,,,,
66eaac2859f552ae11a0975d,ABC,Gerente,work_experience,"Gerente | Empresa ABC | Lima, Peru | febrero 2023 - Presente
",False,2021,2022 ,False,66ba1b85db5c98b2ee73e640,2024-09-18 10:32:08.521,2024-09-18 10:32:08.521,0,,,,,
66eaac2959f552ae11a09774,NETZUN,CEO,work_experience,,False,,,False,66ba1b85db5c98b2ee73e642,2024-09-18 10:32:09.204,2024-09-18 10:32:09.204,0,,,,,
66eaac2959f552ae11a09775,NETZUN,COO,work_experience,,False,,,False,66ba1b85db5c98b2ee73e642,2024-09-18 10:32:09.204,2024-09-18 10:32:09.204,0,,,,,
66eaac2959f552ae11a09776,NETZUN,PROFESOR,work_experience,,False,,,False,66ba1b85db5c98b2ee73e642,2024-09-18 10:32:09.204,2024-09-18 10:32:09.204,0,,,,,
66eaac2959f552ae11a0978b,Instituto Europeo de Postgrado,"Cursos de Design Thinking, Método Harvard de Negociación, Social Media Marketing y Transformación Digital",work_experience,"Cursos de Design Thinking, Método Harvard de Negociación, Social Media Marketing y Transformación Digital en el Instituto Europeo de Postgrado.",False,03/2022,,False,66ba1bc0db5c98b2ee73e6d2,2024-09-18 10:32:09.734,2024-09-18 10:32:09.734,0,,,,,
66eaac2959f552ae11a09789,Universidad Científica del Sur,Estudiante de Ingeniería Empresarial y de Sistemas,work_experience,Estudiante de la carrera de Ingeniería Empresarial y de Sistemas en la Universidad Científica del Sur.,False,03/2021,en curso,False,66ba1bc0db5c98b2ee73e6d2,2024-09-18 10:32:09.734,2024-09-18 10:32:09.734,0,,,,,
66eaac2959f552ae11a0978a,Pontificia Universidad Católica del Perú,Curso de Capacitación SQL SERVER,work_experience,Curso de capacitación en SQL SERVER y implementación de base de datos de primer nivel en la Pontificia Universidad Católica del Perú.,False,02/2022,03/2022,False,66ba1bc0db5c98b2ee73e6d2,2024-09-18 10:32:09.734,2024-09-18 10:32:09.734,0,,,,,
66eaac2959f552ae11a0978d,Universidad Nacional Mayor de San Marcos,"Microsoft Excel (Básico, Intermedio y Avanzado)",work_experience,"Cursos de Microsoft Excel en niveles básico, intermedio y avanzado en la Universidad Nacional Mayor de San Marcos.",False,2019,,False,66ba1bc0db5c98b2ee73e6d2,2024-09-18 10:32:09.734,2024-09-18 10:32:09.734,0,,,,,
66eaac2959f552ae11a0978e,Asociación Cultural Peruano Británica (Británico),"Inglés (Básico, Intermedio y Avanzado)",work_experience,"Cursos de inglés en niveles básico, intermedio y avanzado en la Asociación Cultural Peruano Británica (Británico).",False,,,False,66ba1bc0db5c98b2ee73e6d2,2024-09-18 10:32:09.734,2024-09-18 10:32:09.734,0,,,,,
66eaac2959f552ae11a0978f,Centro Nacional de Administración Pública (CENAP),"Cursos de Power BI, Ofimática Avanzada y Portugués Básico",work_experience,"Cursos de Power BI, Ofimática Avanzada y Portugués Básico en el Centro Nacional de Administración Pública (CENAP).",False,,en curso,False,66ba1bc0db5c98b2ee73e6d2,2024-09-18 10:32:09.734,2024-09-18 10:32:09.734,0,,,,,
66eaac2959f552ae11a0978c,SCRUMstudy,Scrum Fundamentals Certified,work_experience,Certificación en Scrum Fundamentals por SCRUMstudy.,False,03/2022,,False,66ba1bc0db5c98b2ee73e6d2,2024-09-18 10:32:09.734,2024-09-18 10:32:09.734,0,,,,,
66eaac2a59f552ae11a097a9,Corporación Security Tech,Asistente de Costos y Presupuestos,work_experience,"- Identifiqué, registré y analicé los costos asociados a los proyectos mineros Anapaccay y Antamina, mi labor redujo un 20% los costos de insumos como epps.
- Colaboré con el departamento de Logística, registrando y elaborando un cronograma semanal con las visitas a los centros comerciales para el mantenimiento preventivo y correctivo DCI y BCI, mi labor redujo un 30% el tiempo de inactividad de los operarios entre sedes.
- Registré de manera detallada los vehículos pertenecientes a la empresa y elaboré un aviso digital para comunicarme con los brokers, esto redujo hasta un 50% los errores de comunicación y plazos de vencimiento de algunos seguros.",False,05/2023,07/2023,False,66ba1c0edb5c98b2ee73e856,2024-09-18 10:32:10.429,2024-09-18 10:32:10.429,0,,,,,
66eaac2a59f552ae11a097aa,Minimarket Palmeras,Supervisor de Tienda y Capacitación ,work_experience,"- Superviso las operaciones diarias de la tienda.
- Aseguro que los clientes reciban un excelente servicio y atención.
- Controlo el inventario y el stock de productos, evitando faltantes y sobrantes.
- Superviso y gestiono el equipo de la tienda capacitándolos con retroalimentaciones constructivas.",False,12/2023,En curso,False,66ba1c0edb5c98b2ee73e856,2024-09-18 10:32:10.429,2024-09-18 10:32:10.429,0,,,,,
66eaac2c59f552ae11a097d8,Promart,Consultora de Ventas,work_experience,Brindar asesoría técnica en los productos y servicios para el mejoramiento del hogar a los clientes.,False,26/03/2023,31/07/2023,False,66ba1c2ddb5c98b2ee73e8f2,2024-09-18 10:32:12.169,2024-09-18 10:32:12.169,0,,,,,
66eaac2c59f552ae11a097d7,Northstar - Vail Resort,Lift Operator,work_experience,,False,26/03/2023,15/03/2024,False,66ba1c2ddb5c98b2ee73e8f2,2024-09-18 10:32:12.169,2024-09-18 10:32:12.169,0,,,,,
66eaac2c59f552ae11a097d9,Institución Educativa Carpe Diem,Voluntaria,work_experience,"Apoyo en el Área Socioemocional de la institución, además de contribuir en el
desarrollo y fortalecimiento de las habilidades socioemocionales de los alumnos y sus
familiares (60 horas).",False,29/03/2023,25/05/2023,False,66ba1c2ddb5c98b2ee73e8f2,2024-09-18 10:32:12.169,2024-09-18 10:32:12.169,0,,,,,
66eaac2c59f552ae11a097f2,Jugueria vicky,Ventas,work_experience,Atencio  al  cliente,False,2017,2021,False,66ba1c2ddb5c98b2ee73e8f6,2024-09-18 10:32:12.851,2024-09-18 10:32:12.851,0,,,,,
66eaac2e59f552ae11a0981d,POLICLINICO DR EXPRESS,Doctor,work_experience,Doctor operador en el consultorio odontologico ,False,2022,2024,False,66ba1c2edb5c98b2ee73e909,2024-09-18 10:32:14.204,2024-09-18 10:32:14.204,0,,,,,
66eaac2e59f552ae11a09822,Perulab Ecologyc ,Proceso de tomates ,work_experience,"Limpieza, selección y empaquetado de tomates saldette.",False,27-12-2023,28-03-2024,False,66ba1c30db5c98b2ee73e921,2024-09-18 10:32:14.705,2024-09-18 10:32:14.705,0,,,,,
66eaac2f59f552ae11a0983b,Teleperformance,Comunicación con el cliente ,work_experience,Atender pedidos de productos de golosinas de una empresa estadounidense en el estado de Michigan,False,22 / 01 / 2022,30 / 05 /2023,False,66ba1c31db5c98b2ee73e92e,2024-09-18 10:32:15.379,2024-09-18 10:32:15.379,0,,,,,
66eaac3059f552ae11a09856,DME - Departamento Municipal de Eletricidade ,Planificación Estratégia ,work_experience,,False,2023,2024,False,66ba1c31db5c98b2ee73e937,2024-09-18 10:32:16.066,2024-09-18 10:32:16.066,0,,,,,
66eaac3059f552ae11a09854,SESC - Serviço Social do Comércio,Asistente Administrativo ,work_experience,,False,02/2022,01/2023,False,66ba1c31db5c98b2ee73e937,2024-09-18 10:32:16.066,2024-09-18 10:32:16.066,0,,,,,
66eaac3059f552ae11a09855,DME - Departamento Municipal de Eletricidade ,Asesoría de Comunicación,work_experience,,False,2023,2024,False,66ba1c31db5c98b2ee73e937,2024-09-18 10:32:16.066,2024-09-18 10:32:16.066,0,,,,,
66eaac3059f552ae11a0987c,Centro de investigación académico en Técnicas Avanzadas Aprendizaje CIATA,Voluntariado ‘Una vida sin adicciones’,work_experience,"Implementé y facilité sesiones de prevención de drogas desde las
escuelas para alumnos, adaptándome a sus necesidades y niveles de
comprensión.
Realicé registros detallados de cada sesión, evaluando el progreso de
los estudiantes y ajustando las actividades según fuera necesario.",False,Septiembre 2022,Enero 2023,False,66ba1c35db5c98b2ee73e966,2024-09-18 10:32:16.928,2024-09-18 10:32:16.928,0,,,,,
66eaac3059f552ae11a0987d,I.E.P Mariscal Toribio Luzuriaga,Coordinador de Programa de Intervención Escolar,work_experience,"Diseñé y ejecuté un programa de intervención sobre inteligencia
emocional de 10 sesiones para una escuela secundaria, aplicando
estrategias prácticas y teóricas para mejorar las habilidades
emocionales de los estudiantes.
Coordiné actividades y sesiones presenciales, adaptando el contenido
a las necesidades específicas de los participantes.",False,Marzo 2024,Julio 2024,False,66ba1c35db5c98b2ee73e966,2024-09-18 10:32:16.928,2024-09-18 10:32:16.928,0,,,,,
66eaac3159f552ae11a0989d,CONDERG,Liderazgo en cocina ,work_experience,"Gestión de equipos, control de inventarios, cadena de suministro, requisición de compras",False,10/01/2022,20/02/2024,False,66ba1c35db5c98b2ee73e96a,2024-09-18 10:32:17.622,2024-09-18 10:32:17.622,0,,,,,
